,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_jamaica,hash_jamaicantiktok,hash_jamaicatiktok,hash_tiktok,hash_trending,hash_viral
7,JM,7090210693168876806,1650818321,#jamaicantiktok🇯🇲 #jamaicantiktoker🇯🇲🇯🇲 #jamaicantiktoker #jamaicatiktok,7088491146288219141,Grace latoya Hamilton,"Grace latoya Hamilton 🇯🇲
queen of #dancehall fyi fan page 
Grammy nominate",0,False,https://www.tiktok.com/@spiceofficialfan12/video/7090210693168876806?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090210693168876806&source=h5_m,405010,842,645,2506,45249,7090210670847085318,7090210670847085318,72,7090210670847085318,original sound - spiceofficialfan12,Grace latoya Hamilton,7.088491146288219e+18,Grace latoya Hamilton,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090210686000696069.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a24a1a675115f03fbab0e09e2c921e88.json,False,False,,,,,[],0,0,Jamaica,#jamaicantiktok🇯🇲 #jamaicantiktoker🇯🇲🇯🇲 #jamaicantiktoker #jamaicatiktok,0,0,0,0,0,1,1,0,0,0
0,JM,7073389449098431749,1646901822,#jamaicantiktok #fypシ #viral #jamaicancomedy,26992653,Iam_sashmc on IG,"Comedy, Dancing, Acting

Follow my backup page @sashmc_",0,False,https://m.tiktok.com/v/7073389449098431749.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073389449098431749&source=h5_m,2353656,1468,2238,5373,352345,7071240483023915818,7071240483023915818,72,7071240483023915818,original sound - flyguy_yaggaa,YAGGA,7.044315520667682e+18,YAGGA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071240533519305518.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e0dadbb2cbbfa045a31d6b2c0ce3770a.json,False,False,,,,,[],0,0,Jamaica,#jamaicantiktok #fypシ #viral #jamaicancomedy,0,0,0,1,0,1,0,0,0,1
1,JM,7094335620880911622,1651778730,🏃🏾‍♂️🏃🏾‍♂️🏃🏾‍♂️,6785217583614510085,Chazz,This Page has Vybes!🌴,0,False,https://m.tiktok.com/v/7094335620880911622.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094335620880911622&source=h5_m,358115,54,80,781,22269,7060984419061992198,7060984419061992198,10036,7060984419061992198,Finesse,Pheelz & BNXN,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/df7202902abb430794ffae4aa4810480,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/32af760c8f614ce1afd14326d5215249,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1614660789', 'external_song_key': 'apple_song_id'}]",0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
2,JM,7084031061189070086,1649379514,Work nice today🤣😁 #funtime #viral #fypシ #fyp,6535960900061369359,🫡,"11k? 🫶🏽❤️
Spam like= Block 💯
Jamaican TikToker🇯🇲💯
June 14😍",0,False,https://m.tiktok.com/v/7084031061189070086.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084031061189070086&source=h5_m,836737,1025,2055,3913,57194,7084031023536818950,7084031023536818950,72,7084031023536818950,original sound - i_am._ryan,🫡,6.535960900061369e+18,🫡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084031039969987334.mp3,,False,False,,,,,[],0,0,Jamaica,#funtime #viral #fypシ #fyp,0,0,1,1,0,0,0,0,0,1
3,JM,7102194667990682886,1653608559,Miss u kiddo @Keeelie 🥺🥺🥺,6997782578585895942,JD_UNT,https://youtube.com/channel/UC6ueyuWYf-PUt06EsOIJ0hA,0,False,https://m.tiktok.com/v/7102194667990682886.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102194667990682886&source=h5_m,108442,64,12,62,12046,7050112233459862318,7050112233459862318,72,7050112233459862318,Song. Afro cha cha slide,Jay Hover,6.791090497566918e+18,Jay Hover,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7050112258923580206.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/070d98f0a84e7ddb2ec1e6dc108660d0.json,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
4,JM,7082246374342921477,1648963985,"#Jamaica Member of Parliament + Wife of Prime Minister, Juliet Holness, does the popular #dirtbounce #dancechallenge . #fyp #jamaicacoffeefest",7073955644647097350,simplylocal.life,"Travel Blogger: Jamaica & beyond🇯🇲🌎
🔘ᴡʜᴇʀᴇ ᴛᴏ sᴡɪᴍ ➕ sᴛᴀʏ ➕ ᴇᴀᴛ
🔘ᴡʜᴀᴛ ᴛᴏ ᴅᴏ",0,False,https://m.tiktok.com/v/7082246374342921477.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082246374342921477&source=h5_m,950806,628,4158,5277,60126,6967171825700734978,6967171825700734978,10033,6967171825700734978,Dirt Bounce,Laa Lee,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6dac58ec39ca42d39fe43e8ad124d86c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b96368a7c25f407aa49e871074ff5b6d,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1569753744', 'external_song_key': 'apple_song_id'}]",0,0,Jamaica,#Jamaica #dirtbounce #dancechallenge #fyp #jamaicacoffeefest,0,0,1,0,1,0,0,0,0,0
5,JM,7103206556275117318,1653844156,Reply to @evil._.quxxn3 you see this yah🥰😌neat uf🥰😘@anastasia_twin1,6927615306470802438,Anastacia🏳️‍🌈❤😈,"lesbian❤🏳️‍🌈
Gemini baby😫😈
as gangster gyol uk😈🏳️‍🌈
@Anastasia_twin2❤💏",0,False,https://m.tiktok.com/v/7103206556275117318.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103206556275117318&source=h5_m,55694,84,6,4,4281,7096155833650432001,7096155833650432001,10033,7096155833650432001,Bun Fi Bun (Cheating),IQ & Kranium & Stalk Ashley,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5c34256a5f844d1d8b82c477b87f9ff3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1643b28cd00141c8b3cc0c739d0feda9,False,True,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
6,JM,7095102863768030470,1651957368,#FlipaClip #stitch #A #a #quarantine #tiktok #art #fypage #trending #trend #loveyou #foryou #duet #fyp #loves #foryoupage #t #T #tiktokindia,6807872780844172294,m.nation,"JA🇯🇲
7k followers 🔓 8k followers 🔒?
300k likes 🔓 400k likes 🔒?",0,False,https://m.tiktok.com/v/7095102863768030470.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095102863768030470&source=h5_m,82605,123,149,560,2418,7086824754883185450,7086824754883185450,72,7086824754883185450,original sound - 444.usernotfound,444.usernotfound,7.085812801989559e+18,444.usernotfound,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086824798113827630.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/980f195651d842c23b4ccfac2ac12a54.json,False,False,,,,,[],0,0,Jamaica,#FlipaClip #stitch #A #a #quarantine #tiktok #art #fypage #trending #trend #loveyou #foryou #duet #fyp #loves #foryoupage #t #T #tiktokindia,1,1,1,0,0,0,0,1,1,0
7,JM,7091093392649653509,1651023842, ,6883525266216797190,big_batty_allie,"follow and I'll follow back😊😋
fun😙🥰.....laughter🤣......positive vybe only📈",0,False,https://m.tiktok.com/v/7091093392649653509.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091093392649653509&source=h5_m,809046,1587,320,193,67857,7084368523283778310,7084368523283778310,72,7084368523283778310,original sound - parishilton1232,parishilton1232,6.972930493239969e+18,parishilton1232,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084368540626651910.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/31bc6e98deb88308c9ef073af578150d.json,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
0,JM,7094067070685547782,1651716206,HELLLOOO IT IS A JOKE🤣🤣. Don’t get me in trouble now 🥲… “Cause me nu see none a me ex them weh me woulda want back” lmaoooo😁🙈. Just smile and gwaan😎,6912923912797062149,Tae Breanna,Your fav caramel-skinned 🍯🤪🇯🇲,0,False,https://m.tiktok.com/v/7094067070685547782.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094067070685547782&source=h5_m,345668,227,446,2444,35682,7086264752310684421,7086264752310684421,72,7086264752310684421,"original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",6.893700174443906e+18,OTP Control,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086264749293619974.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/614543879cadfc6e569b382661515aca.json,False,False,1Biggs Don,"Bwoii Affi"" Watch Eh Style","original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
1,GB,7103502902290910470,1653913156,👀👀 #fyp #sidemen #20vs1,1849723,Chloe Lansiquot,"Felt delete, might cute later 😗✌🏽",0,False,https://m.tiktok.com/v/7103502902290910470.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103502902290910470&source=h5_m,1131680,540,344,626,136127,7073147565071403009,7073147565071403009,10033,7073147565071403009,Very Good Very Nice,Bck,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/93c4ea0cc71640419c4019460f3e531b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6ad77957107d4584ad72db7fa01e7c41,False,True,,,,,[],0,0,Jamaica,#fyp #sidemen #20vs1,0,0,1,0,0,0,0,0,0,0
2,JM,7095847994083314950,1652130858,#snatch 🤣🤣🤣🤣🤣🤣🤣🤣🤣😭🤣🥳🤣,6816379893372601350,vibe_with_shanz,😘😎(IG) @Shanty4l,0,False,https://m.tiktok.com/v/7095847994083314950.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095847994083314950&source=h5_m,140681,500,550,10,10130,7073709565941925889,7073709565941925889,10033,7073709565941925889,Snatched,Big Boss Vette,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/619cbe5f8f48417eb2fb4e8a610f6be1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/113d83b5f26b4004b77e842630ba5834,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1614925186', 'external_song_key': 'apple_song_id'}]",0,0,Jamaica,#snatch,0,0,0,0,0,0,0,0,0,0
3,JM,7088866273416711430,1650505298,😂😂😂 Start dress u Age now.  #viral #mom #transformationchallenge #trending #foryoupage #birthday,6696896578743616518,Ky-Mani,✨Follow me on instagram @Mani1_ky ✨,0,False,https://m.tiktok.com/v/7088866273416711430.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088866273416711430&source=h5_m,1905295,2281,1298,3964,180824,7088823639683959557,7088823639683959557,72,7088823639683959557,original sound - mani1_ky,Ky-Mani,6.696896578743617e+18,Ky-Mani,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088865527900605190.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b7fb8d18dfd40433815cb94262385fae.json,False,False,,,,,[],0,0,Jamaica,#viral #mom #transformationchallenge #trending #foryoupage #birthday,0,1,0,0,0,0,0,0,1,1
4,JM,7079617442472840454,1648351888,Op flow @fatherphilis 🔥🤣  #fypシ  #fypシ゚viral #foryou #viral #xyzbca #foryoupage #fatherphilis #sweetgirl #barbadostiktok #bajan #astabackfist #backfistnation #sweetgirlchallenge #brawlingchallenge #bimvibes #🇧🇧🇧🇧,6935233164651267077,🇯🇲 ASTA BACKFIST 🇯🇲😁🧴,"🇯🇲🇺🇸🇬🇾
CEO OF #BACKFISTNATION🧴
WIFE: @FB876QUEEN💖💍♾
I love my fans 🥰 ❤",0,False,https://m.tiktok.com/v/7079617442472840454.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079617442472840454&source=h5_m,286942,269,433,3253,35054,7079617410042448645,7079617410042448645,72,7079617410042448645,original sound - astabackfist,🇯🇲 ASTA BACKFIST 🇯🇲😁🧴,6.935233164651267e+18,🇯🇲 ASTA BACKFIST 🇯🇲😁🧴,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079617379839298310.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/338cb150974da233917aae17c35418ab.json,False,False,,,,,[],0,0,Jamaica,#fypシ #fypシ゚viral #foryou #viral #xyzbca #foryoupage #fatherphilis #sweetgirl #barbadostiktok #bajan #astabackfist #backfistnation #sweetgirlchallenge #brawlingchallenge #bimvibes #🇧🇧🇧🇧,1,1,0,2,0,0,0,0,0,2
5,JM,7087940984289479941,1650289864,#fyp,7059411302650201094,formal_premier.,"Instagram@ shana_kaye_anderson
Make a smile 😃
🍫❤️‍🩹",0,False,https://m.tiktok.com/v/7087940984289479941.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087940984289479941&source=h5_m,608137,114,608,7673,43094,7084881624948574981,7084881624948574981,72,7084881624948574981,original sound - taffsparta (Contains music from: Alitiko To Style - M-Jix & SK Productions),"Contains music from: ""Alitiko To Style""",7.034352737072776e+18,taff Sparta,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084881612592270086.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8189f22ffddea69a84797794c565a0c6.json,False,False,M-Jix & SK Productions,Alitiko To Style,original sound - taffsparta (Contains music from: Alitiko To Style - M-Jix & SK Productions),"Contains music from: ""Alitiko To Style""",[],0,0,Jamaica,#fyp,0,0,1,0,0,0,0,0,0,0
6,JM,7098465981508373766,1652740405,Crazy😂 #chadwingz #justforfun #foryou #xyzbca #relatable #manhimselff #trending #quotes,6894100457086895110,Chad_wingz,"CHAD 🥀

~Out Of Emotions.💔",0,False,https://m.tiktok.com/v/7098465981508373766.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098465981508373766&source=h5_m,938052,2277,3407,4500,142127,7074614079708744453,7074614079708744453,72,7074614079708744453,original sound - 876speedupaudios,🤟🏾,6.554678864004678e+18,🤟🏾,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074614082980072198.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4ae3fd10b27a16ef0ae53b0ce37e8f28.json,False,False,,,,,[],0,0,Jamaica,#chadwingz #justforfun #foryou #xyzbca #relatable #manhimselff #trending #quotes,1,0,0,0,0,0,0,0,1,0
7,JM,7097809692956560646,1652587603,All fun and games🥰 his morning affirmations #jamaicatiktok,7013837741532201989,deluxe_crochett,"Crochet🧶🧶
HANDMADE🇯🇲🇯🇲
beach/vacay/night out/brunch",0,False,https://m.tiktok.com/v/7097809692956560646.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097809692956560646&source=h5_m,144161,236,578,14,19995,7088869191486360325,7088869191486360325,72,7088869191486360325,original sound - caribbean.slowed.audios,slowed.audios,7.086860840993981e+18,slowed.audios,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088869190043863813.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/51491ca9508b1a724f12adea58f9a96a.json,False,False,,,,,[],0,0,Jamaica,#jamaicatiktok,0,0,0,0,0,0,1,0,0,0
0,JM,7072766459138657542,1646756768, ,7002387899325236230,,Guys my pages keep getting violations sooo I built another,0,False,https://www.tiktok.com/@deeofficial13/video/7072766459138657542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072766459138657542&source=h5_m,476620,423,619,2825,45450,7060984419061992198,7060984419061992198,10036,7060984419061992198,Finesse,Pheelz & BNXN,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/df7202902abb430794ffae4aa4810480,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/32af760c8f614ce1afd14326d5215249,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1614660789', 'external_song_key': 'apple_song_id'}]",0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
1,ES,7102767249634659590,1653741873,#lyrics #music #fyp,6913689339122320385,LMC,"✉️ lyricsmusiconcerts@gmail.com
CEO of Spotify Players
FOLLOW US ON INSTAGRAM",0,False,https://www.tiktok.com/@lyricsmusiconcerts/video/7102767249634659590?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102767249634659590&source=h5_m,1355717,264,2969,20392,119934,7103067169654950661,7103067169654950661,72,7103067169654950661,original sound - lyricsmusiconcerts (Contains music from: Ghost - Justin Bieber),"Contains music from: ""Ghost""",6.91368933912232e+18,LMC,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103067177112177413.mp3,,False,False,Justin Bieber,Ghost,original sound - lyricsmusiconcerts (Contains music from: Ghost - Justin Bieber),"Contains music from: ""Ghost""",[],0,0,Jamaica,#lyrics #music #fyp,0,0,1,0,0,0,0,0,0,0
2,JM,7096548020816301318,1652293845,He serious asf !! Y’all should try it lol I did and it’s fun tbh . That video with the ensure and the D caa post here check my twitter 😂😂 #fyp #jamaicatiktok #jmaicans #ensure🔥!?️!?️ #ensure #creators #badbitch #wildasf,6805304028446049286,tamneile,"Demon 😈 
Big bad and proud of what I do",0,False,https://www.tiktok.com/@tam..neile/video/7096548020816301318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096548020816301318&source=h5_m,248404,260,458,1000,15829,7093154456267425794,7093154456267425794,10033,7093154456267425794,Code,Brysco,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3bcf37d3d056437093f741f0c9e32648,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8872be403be94fea9205e101c0296e20,False,True,,,,,[],0,0,Jamaica,#fyp #jamaicatiktok #jmaicans #ensure🔥!?️!?️ #ensure #creators #badbitch #wildasf,0,0,1,0,0,0,1,0,0,0
3,JM,7098055289550736646,1652644783,THINK A U ALONE WANT TO GET WHITE? CHECK OUT @Dee 🦋 #fyp #fypdongggggggg #viral,6878085433679447046,Officiall boss🦅,"Back up acc
1/mil views on YouTube 
Subscribe to (Brii Officiall)",0,False,https://www.tiktok.com/@brii_officiall/video/7098055289550736646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098055289550736646&source=h5_m,321266,166,52,217,21690,7094305381140269829,7094305381140269829,72,7094305381140269829,yes miss jen (Contains music from: Bank - MALIE DONN),"Contains music from: ""Bank""",6.881250401502004e+18,Zırgad ツ 🀄️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094305383824624390.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6c3b3b2fa98478d0302bf248f107e707.json,False,False,MALIE DONN,Bank,yes miss jen (Contains music from: Bank - MALIE DONN),"Contains music from: ""Bank""",[],0,0,Jamaica,#fyp #fypdongggggggg #viral,0,0,1,0,0,0,0,0,0,1
4,JM,7098116575718345989,1652659053,This is one car accident . #fyp #jamiacantiktok #caraccidents,6944393514780902405,amandas876adventures,"Proud🇯🇲
Over here you get a little bit of everything
Subscribe to my YT channe",0,False,https://www.tiktok.com/@amandas876adventures/video/7098116575718345989?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098116575718345989&source=h5_m,401483,437,513,1091,13423,7098116532265421574,7098116532265421574,72,7098116532265421574,original sound - amandas876adventures,amandas876adventures,6.944393514780902e+18,amandas876adventures,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098116563718474501.mp3,,False,False,,,,,[],0,0,Jamaica,#fyp #jamiacantiktok #caraccidents,0,0,1,0,0,0,0,0,0,0
5,JM,7078444133391600901,1648078705,#fyp #foryoupage #youtubers #fypシ #viral @richboss,6810878694261801989,Krissii,"Ig: islandgyaltina / @_roza_876
Youtube: Krissii & Roza

🇯🇲",0,False,https://www.tiktok.com/@islandgyaltina/video/7078444133391600901?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078444133391600901&source=h5_m,146106,48,29,186,13685,7075487146345401094,7075487146345401094,72,7075487146345401094,Go suck yoh madda batty boy,Joel,6.805938963766527e+18,Joel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075485402014010117.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5847f043de136e729097d1e6e122e773.json,False,False,,,,,[],0,0,Jamaica,#fyp #foryoupage #youtubers #fypシ #viral,0,1,1,1,0,0,0,0,0,1
6,JM,7100752955032341766,1653272887,N fact. #fyp #foryou #foryoupage #viral,6776351538991612934,Andelle’s Life,"YouTube: Andelle’s Life 
Yes I’m that short 💀
 DM FOR PROMO
RIP MY ANGELS 🕊",0,False,https://www.tiktok.com/@andelleslife/video/7100752955032341766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100752955032341766&source=h5_m,115102,54,38,273,13346,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Kwixou,I Love You,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",[],0,0,Jamaica,#fyp #foryou #foryoupage #viral,1,1,1,0,0,0,0,0,0,1
7,JM,7099558950076419334,1652994882,fuck up the mn song kmt#entertainment #viral #fyp #fyp #funny,7009492692993295365,Ackeem7,old account got banned guys so I juss want yall to follow my new account 🙏,0,False,https://www.tiktok.com/@ackeem._.tiktokboss/video/7099558950076419334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099558950076419334&source=h5_m,163405,346,42,215,12474,7098342419753601026,7098342419753601026,10033,7098342419753601026,"Bwoii Affi"" Watch Eh Style",1Biggs Don,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/94d2b9c637e64a46a12eb0974733d8a1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8fe37bac50de48d0947166e3102bdcd4,False,True,,,,,[],0,0,Jamaica,#entertainment #viral #fyp #fyp #funny,0,0,2,0,0,0,0,0,0,1
0,UG,7095466117719657733,1652041945,Hallelujah 🙏🏿 #worshiptiktok #worshipleader #gospel_tiktok #churchtiktok #elevationworship #ugtiktok #ugtiktokers #gospel #christian #christiantiktok #praisebreak #worship #ug #God #Jesus #hallelujah #amen #gospelsong #christianfaith,6936198710905127941,zesmore,Ugandan Gospel | Rapper | Singer | Recording & Performing Artist | Award winner,0,False,https://www.tiktok.com/@zesmore/video/7095466117719657733?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095466117719657733&source=h5_m,1042467,2538,17654,64665,133417,7095466109721316102,7095466109721316102,72,7095466109721316102,original sound - zesmore,zesmore,6.936198710905128e+18,zesmore,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095466118697011974.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/db78bea2b035219f985fc0324b936a06.json,False,False,,,,,[],0,0,Jamaica,#worshiptiktok #worshipleader #gospel_tiktok #churchtiktok #elevationworship #ugtiktok #ugtiktokers #gospel #christian #christiantiktok #praisebreak #worship #ug #God #Jesus #hallelujah #amen #gospelsong #christianfaith,0,0,0,0,0,0,0,0,0,0
1,JM,7101301293511118085,1653400553,Omggg😭 she’s so sweet😩 #nickiminaj #barbz #foryou #fy #fyp,6872536489235973121,Nicki Minaj 💕,reminder: you are stunning ♡,0,False,https://www.tiktok.com/@itsminajj/video/7101301293511118085?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101301293511118085&source=h5_m,1451395,111,81,1872,55276,7101301262926334725,7101301262926334725,72,7101301262926334725,original sound - itsminajj,Nicki Minaj 💕,6.872536489235973e+18,Nicki Minaj 💕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101301271307143941.mp3,,False,False,,,,,[],0,0,Jamaica,#nickiminaj #barbz #foryou #fy #fyp,1,0,1,0,0,0,0,0,0,0
2,JM,7075511170597391662,1647395820,She only dates rich guys? 🤨😏 #viral #jamaican #jamaicans,7074685882351715370,Chaimaican,"Follow me on Instagram ↑
🎬 A Selfless and creative individual ⚡️🎥",0,False,https://www.tiktok.com/@_chaimaican/video/7075511170597391662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075511170597391662&source=h5_m,234487,101,278,1718,12456,7075511155803900715,7075511155803900715,72,7075511155803900715,original sound - _chaimaican,Chaimaican,7.074685882351715e+18,Chaimaican,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075511184065137454.mp3,,False,False,,,,,[],0,0,Jamaica,#viral #jamaican #jamaicans,0,0,0,0,0,0,0,0,0,1
3,GB,7102985403916995846,1653792668,Never bully an honest man #tiktok,7098780411703444486,pitebao,A handsome guy who likes to explain,0,False,https://www.tiktok.com/@pitebao/video/7102985403916995846?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102985403916995846&source=h5_m,416342,46,46,283,14125,7102985382769314565,7102985382769314565,72,7102985382769314565,original sound - pitebao,pitebao,7.098780411703444e+18,pitebao,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102985402424756997.mp3,,False,False,,,,,[],0,0,Jamaica,#tiktok,0,0,0,0,0,0,0,1,0,0
