,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_johnnydepp,hash_relatable,hash_stitch,hash_viral
6,US,7102431007806147841,1653663584,WHAT DID SHE SAY?! 😳 #fyp #fypシ #foryoupage #funny #interview #foryou #foryou,6652875359107334149,Adammilardovic,"Los Angeles🇺🇸
Follow my Instagram/Youtube
@adammilardovicc
@NovaMen Ambassador",0,False,https://www.tiktok.com/@adammilardovicc/video/7102431007806147841?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102431007806147841&source=h5_m,2236793,4773,874,720,137976,7102431009694173954,7102431009694173954,72,7102431009694173954,original sound - adammilardovicc,Adammilardovic,6.652875359107334e+18,Adammilardovic,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102431005193358082.mp3,,False,False,,,,,[],0,0,Canada,#fyp #fypシ #foryoupage #funny #interview #foryou #foryou,2,1,1,0,1,1,0,0,0,0
7,GB,7100705208950443269,1653261767,follow my insta in bio @spooki_mama 🖤 #gothmum #gothmom #altmum #altmom #37weekspregnant #37weeks #pregnancy #teenmum #thirdtrimester #june2022baby #duejune2022,6838959455091835909,Mumma with Tourettes 🤰🏼🤍,"Little baby girl due June💗
Mama with Tourettes!
follow my insta for more!🖤",0,False,https://www.tiktok.com/@hollymarieshorty/video/7100705208950443269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100705208950443269&source=h5_m,5912524,2985,1159,1715,1047683,7100705348222274309,7100705348222274309,72,7100705348222274309,original sound - hollymarieshorty,Mumma with Tourettes 🤰🏼🤍,6.838959455091836e+18,Mumma with Tourettes 🤰🏼🤍,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100705369164368645.mp3,,False,False,,,,,[],0,0,Canada,#gothmum #gothmom #altmum #altmom #37weekspregnant #37weeks #pregnancy #teenmum #thirdtrimester #june2022baby #duejune2022,0,0,0,0,0,0,0,0,0,0
0,US,7098384477596110126,1652721428,For a plus size ANTHEM… fine I’ll dance 😭 #lizzo #aboutdamntime #dance #musicad,6642515111372701702,MegaGoneFree,"“Talking ‘Bout Bri” OUT NOW
She/They 🏳️‍🌈 (21) | NYC
arthur@grail-talent.com",0,False,https://www.tiktok.com/@megagonefree/video/7098384477596110126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098384477596110126&source=h5_m,1492929,3822,508,670,295086,7086201843973621762,7086201843973621762,10033,7086201843973621762,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e6ee9db9c1440ec88118a965e786985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aec693bde8934a379590f77837e0bb52,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#lizzo #aboutdamntime #dance #musicad,0,0,0,0,0,0,0,0,0,0
1,US,7102037313487654187,1653571921,Transitions take time. It’s a process that doesn’t happen overnight. #trans #transgender #transandproud #facialfeminisationsurgery #transwoman #fyp #lgbt,6939372346303153157,Gabbi Tuft,"Founder of Body Spartan, WWE Superstar, AFM#717, transgender, She/Her",0,False,https://www.tiktok.com/@gabbituft/video/7102037313487654187?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102037313487654187&source=h5_m,2498008,5869,5575,1820,329701,6990441958090999809,6990441958090999809,10033,6990441958090999809,Unstoppable,Sia,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/93b99b155d1f4a9eb1402a467e66e981,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5c6ffe5a760b4ddab5229012fd23f3f9,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1162482538', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#trans #transgender #transandproud #facialfeminisationsurgery #transwoman #fyp #lgbt,0,0,0,0,1,0,0,0,0,0
2,CA,7075860603667090693,1647477180,In the hospital now 😩🛐#fyp,6603785341806051334,Ana,"Who’s Ana?
14
E🤍",0,False,https://www.tiktok.com/@brat_o/video/7075860603667090693?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075860603667090693&source=h5_m,33224845,75984,86999,40441,5361596,7057043734545828609,7057043734545828609,72,7057043734545828609,funne (Contains music from: Lupa Daratan - Aurora Creation),"Contains music from: ""Lupa Daratan""",7.024300387747268e+18,🫶,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7057043737830099713.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6f179504e709b96e2412aaa2f76b4928.json,False,False,Aurora Creation,Lupa Daratan,funne (Contains music from: Lupa Daratan - Aurora Creation),"Contains music from: ""Lupa Daratan""",[],0,0,Canada,#fyp,0,0,0,0,1,0,0,0,0,0
3,US,7092614264439098670,1651377945,"paparazzi harassing 15 year old jack depp and 17 year old lily rose depp after amber heard and johnny depps divorce. :( they were so young, i hope they’re okay. #lilyrosedepp#jackdepp#johnnydepp#amberheard#vanessaparadis#lilyrose#timotheechalamet#paparazzi",6908445865096397829,Kay,"🍓🍰💌🧸
#justiceforjohnnydepp
est. 2020",0,False,https://www.tiktok.com/@peepkayla/video/7092614264439098670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092614264439098670&source=h5_m,9893892,1390,641,2135,1388836,7092614236349926190,7092614236349926190,72,7092614236349926190,original sound - peepkayla,Kay,6.908445865096398e+18,Kay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092614251080354606.mp3,,False,False,,,,,[],0,0,Canada,#lilyrosedepp#jackdepp#johnnydepp#amberheard#vanessaparadis#lilyrose#timotheechalamet#paparazzi,0,0,0,0,0,0,1,0,0,0
4,PH,7097913930646932763,1652611869,When I just want to go to Korea 😀 Instagram/YT: itsevantan #evantan,6706650466816705537,Evan Tan,"🍀Follow my Instagram for good luck!🍀
📩 richertevantan13@gmail.com
Facebook⬇️",0,False,https://www.tiktok.com/@itsevantan/video/7097913930646932763?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097913930646932763&source=h5_m,17620607,13023,38267,39057,2483951,7097913931242408730,7097913931242408730,24,7097913931242408730,original sound - itsevantan,Evan Tan,6.706650466816706e+18,Evan Tan,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7097913941917567771.mp3,,False,False,,,,,[],0,0,Canada,#evantan,0,0,0,0,0,0,0,0,0,0
5,US,7102527379377016110,1653686022,"Location: @motivemovement in Greenville, South Carolina ✅ #motiveschoolofmovement #yeahthatgreenville #challenge #foryou #southcarolina #foryoupage #fyp #storytime #story #viral #trending #parker #bob #reese",6600031080483995653,Bob Reese,Click This Link For My Promo Codes And Other Pages👇👇👇,0,False,https://www.tiktok.com/@bob.reese/video/7102527379377016110?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102527379377016110&source=h5_m,1995964,532,72,225,259806,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#motiveschoolofmovement #yeahthatgreenville #challenge #foryou #southcarolina #foryoupage #fyp #storytime #story #viral #trending #parker #bob #reese,1,1,0,0,1,0,0,0,0,1
6,NZ,7101938894605749506,1653549006,#stitch with @hiemilyelizabeth #fyp #foryou #islander #poly,6640196379657060358,uce_gang,,0,False,https://www.tiktok.com/@uce_gang6/video/7101938894605749506?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101938894605749506&source=h5_m,2452199,2596,10140,12651,341795,6798329661525854210,6798329661525854210,10033,6798329661525854210,ily (i love you baby),Surf Mesa,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c7ef9597edf34be99f941b3fc30057a6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7b32ae69d85a442cb8b07949ac4fc499,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1500359571', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#stitch #fyp #foryou #islander #poly,1,0,0,0,1,0,0,0,1,0
7,US,7092229237112884523,1651288299,Reply to @ms_melissakate abbey got her two slices now and two slices later! #autism #everydayautism #hatsbyabbey #fair #carnival,7046869928936834095,Abbey,"Abbey is 24 yrs old w/ autism. She loves making hats, singing, and her dog.",0,False,https://www.tiktok.com/@hatsbyabbey/video/7092229237112884523?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092229237112884523&source=h5_m,3409456,296,610,121,120719,7092229208079895339,7092229208079895339,72,7092229208079895339,original sound - hatsbyabbey,Abbey,7.046869928936834e+18,Abbey,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092229237385595694.mp3,,False,False,,,,,[],0,0,Canada,#autism #everydayautism #hatsbyabbey #fair #carnival,0,0,0,0,0,0,0,0,0,0
0,US,7096660378846891310,1652320004,sweet goorrrl😂🇺🇸 #militaryfamily #milso #militaryspouse #militarylife #10MillionAdoptions #fyp,7088481699319465006,fel,pretty relatable if you’re a military wife or mom,0,False,https://www.tiktok.com/@felfranky/video/7096660378846891310?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096660378846891310&source=h5_m,7173200,792,660,2491,1024646,7076062511933901573,7076062511933901573,72,7076062511933901573,Sweet Giirrrrllll face beat x Father Philis (Contains music from: Face Beat - Father Philis),"Contains music from: ""Face Beat""",6.808628320147654e+18,Phil,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076062516677364486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/502e849a96f04fa9417d1c14e78c983d.json,False,False,Father Philis,Face Beat,Sweet Giirrrrllll face beat x Father Philis (Contains music from: Face Beat - Father Philis),"Contains music from: ""Face Beat""",[],0,0,Canada,#militaryfamily #milso #militaryspouse #militarylife #10MillionAdoptions #fyp,0,0,0,0,1,0,0,0,0,0
1,US,7073246625350634757,1646868566,Have taller parents!! #tall #tallfamily,287888983198777344,That Tall Family,"🪜Tallest Family on the Internet 
🌱 Watch us grow",0,False,https://www.tiktok.com/@thattallfamily/video/7073246625350634757?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073246625350634757&source=h5_m,1845109,750,325,531,126662,6985466106194430746,6985466106194430746,72,6985466106194430746,original sound - kanchannraii1 (Contains music from: Take The Light - Gwlherme),"Contains music from: ""Take The Light""",6.863047477878457e+18,🖤 KANCHAN 🖤,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6985466056840137498.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dcd2b68e2bede9ae3adbb0c62b03bdb3.json,False,False,Gwlherme,Take The Light,original sound - kanchannraii1 (Contains music from: Take The Light - Gwlherme),"Contains music from: ""Take The Light""",[],0,0,Canada,#tall #tallfamily,0,0,0,0,0,0,0,0,0,0
2,US,7102263388755004715,1653624557,@elisabethfit they won’t let me breathe 😭,6932946687703122949,Elisabeth Bradley,"wholesome gym things  
join Girl Gains ⬇️",0,False,https://www.tiktok.com/@elisabethfit/video/7102263388755004715?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102263388755004715&source=h5_m,7102971,447,243,279,973426,7053264878286621487,7053264878286621487,72,7053264878286621487,I Love You by Young Slo Be,ʚ❤︎ɞNanami's Wifeʚ❤︎ɞ,6.793509460452738e+18,ʚ❤︎ɞNanami's Wifeʚ❤︎ɞ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7053264900658924335.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b24fc05b8cc6027db2215d724efbec55.json,False,False,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
3,CA,7095443279881227525,1652036627,💖own your cake with pride!!!! Inspo @madds.maxjesty 🏆 #girls #bodyimage #bikini #teenager #relatable #insecurity,26439349,spencer barbosa🧚🏻,"treat yourself like someone you love 
💕SHOP MY CLOTHING BRAND💕",0,False,https://www.tiktok.com/@spencer.barbosa/video/7095443279881227525?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095443279881227525&source=h5_m,3310584,635,272,301,298785,7077021532131691306,7077021532131691306,72,7077021532131691306,follow me for an edit,lindsay,6.929222538955081e+18,lindsay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077021545431878446.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/bbb607d2f599e8a251f8ddfc152dff34.json,False,False,,,,,[],0,0,Canada,#girls #bodyimage #bikini #teenager #relatable #insecurity,0,0,0,0,0,0,0,1,0,0
4,US,7099549714252696878,1652992730,#stitch with @hondaaccordguy05 just a tad bit over dramatic 🤣🤦🏻‍♂️ #deanobballin #foryou #fyp #viral,6761412986299384837,Dean Sarama,"I’m cooler on IG👆🏼 
3.2M?
Chicago 🇵🇸
Deansarama30@gmail.com
Cubs YT Vlog👇🏼",0,False,https://www.tiktok.com/@deanobballin24/video/7099549714252696878?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099549714252696878&source=h5_m,4145722,2026,1599,1345,271078,7099549674352429867,7099549674352429867,72,7099549674352429867,original sound - deanobballin24,Dean Sarama,6.761412986299385e+18,Dean Sarama,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099549707998923566.mp3,,False,False,,,,,[],0,0,Canada,#stitch #deanobballin #foryou #fyp #viral,1,0,0,0,1,0,0,0,1,1
5,CA,7096195621358521606,1652211796,@quinnappropriate,7080931010699199493,pypehouse,check insta bio for my content,0,False,https://www.tiktok.com/@pypehouse/video/7096195621358521606?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096195621358521606&source=h5_m,511027,21,8,59,11361,96641228,96641228,74,96641228,Pretty Little Liars Intro,The Pierces,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4a9d5fb000174526a8b7d4fed3582d6c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/de25cefc99da45b99d59cbce380dbc99,False,True,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
6,CA,7100938611352194309,1653316110,😂💗 love ya @Mohamed #steve #friends #fyp #pov #foryou,6799356377049302021,Tee,"here for laughs ✨
occasionally a digital diary",0,False,https://www.tiktok.com/@teeghee23/video/7100938611352194309?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100938611352194309&source=h5_m,1893476,1961,7372,4384,319109,6861018376299350017,6861018376299350017,10033,6861018376299350017,"You, Me and Steve",Garfunkel and Oates,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6ca701d8a9d34550b49a920b4c2b0ae1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/39a6a089cf58469ba80707ebeb473ddf,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1527769192', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#steve #friends #fyp #pov #foryou,1,0,0,0,1,0,0,0,0,0
7,CA,7099270820802858245,1652927798,are you a lesbian or bisexual? #gaygirltip #gaygirltips #lesbian #bisexual,6747362368877609990,Breanne Williamson,"You can call me Bre. follow me on IG 🏳️‍🌈
@icanexplainpodcast",0,False,https://www.tiktok.com/@breannewilliamson/video/7099270820802858245?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099270820802858245&source=h5_m,3414218,3050,3881,2559,438285,7099270785210125061,7099270785210125061,72,7099270785210125061,original sound - breannewilliamson,Breanne Williamson,6.74736236887761e+18,Breanne Williamson,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099270779413531397.mp3,,False,False,,,,,[],0,0,Canada,#gaygirltip #gaygirltips #lesbian #bisexual,0,0,0,0,0,0,0,0,0,0
0,US,7096573019623263534,1652299665, ,6688463048900576261,maddie,this account is no longer a joke i’m quitting youtube for tiktok,0,False,https://www.tiktok.com/@madslamby/video/7096573019623263534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096573019623263534&source=h5_m,1049320,264,148,153,144649,7087692206554778410,7087692206554778410,72,7087692206554778410,original sound - clownfacebinch,clown face,6.796841181424387e+18,clown face,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7087692230890228522.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/78a583aae52ad35e9af124bc22fb87bd.json,False,False,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
1,CA,7099278296189275397,1652929540,It didn’t work on her,6915879291469644806,M and M,New video ⬇️,0,False,https://www.tiktok.com/@mitchellandmeara/video/7099278296189275397?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099278296189275397&source=h5_m,1307531,370,8578,3245,49786,7099278246126127877,7099278246126127877,72,7099278246126127877,original sound - mitchellandmeara,M and M,6.915879291469645e+18,M and M,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099278258688101126.mp3,,False,False,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
2,CA,7099154388911918342,1652900687,"""when my family I'd good and they're safe""🥺💙#ukraine #ukraine🇺🇦 #family#Love #socialinteraction #safe#photography #fyp #stranger #happiness #war",6776284578006221830,Glazz_images,"📸photographer/videographer
For booking: email or dm on Instagram",0,False,https://www.tiktok.com/@glazz_images/video/7099154388911918342?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099154388911918342&source=h5_m,1530654,552,191,619,165267,7099154454464891653,7099154454464891653,72,7099154454464891653,original sound - glazz_images,Glazz_images,6.776284578006222e+18,Glazz_images,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099154451717458694.mp3,,False,False,,,,,[],0,0,Canada,#ukraine #ukraine🇺🇦 #family#Love #socialinteraction #safe#photography #fyp #stranger #happiness #war,0,0,0,0,1,0,0,0,0,0
3,CA,7096286162951605509,1652232877,Skin care mistakes that are ruining your skin! #skincare #mensgrooming,6807866473605432325,Brandon Balfour,Check out my other stuff! 👀⬇️,0,False,https://www.tiktok.com/@brandonbalfourr/video/7096286162951605509?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096286162951605509&source=h5_m,764640,99,120,1120,80328,7030869625311086594,7030869625311086594,10033,7030869625311086594,Sunroof,Nicky Youre & dazy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/986dfec9a96747239819231f7dc93931,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a118c1899d5b40d1a5c6c65c307b0e2d,True,True,,,,,[],0,0,Canada,#skincare #mensgrooming,0,0,0,0,0,0,0,0,0,0
4,US,7096308750130154798,1652238156,Facts that can save your life 😱 #facts #interesting #clips,7059422945719780398,🚨DAILY INSANE VIDEOS🚨,"🚨 FOLLOW IF UR NOT SCARED 🚨
Contact me : Vancegaming855@gmail.com 
Insta 🙏🙏",0,False,https://www.tiktok.com/@insane_vidoes/video/7096308750130154798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096308750130154798&source=h5_m,8972377,4402,1978,15720,907791,6965535342384384773,6965535342384384773,72,6965535342384384773,House Of Memories,VIDEOGAMES 🎮,6.891369673087895e+18,VIDEOGAMES 🎮,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990520038163876614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1d7532c383e577105efa7d6e77ad1393.json,False,False,,,,,[],0,0,Canada,#facts #interesting #clips,0,0,0,0,0,0,0,0,0,0
5,CA,7093682087709936902,1651626569,Don’t try this at home kids🤣 #fyp #girl #karen #relationshipgoals,6781940930464367622,Odgkenzo,"God 1st 🤞🏾❤️
IG | odgkenzo
3.8 million supporters🦅",0,False,https://www.tiktok.com/@odgkenzo/video/7093682087709936902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093682087709936902&source=h5_m,628722,934,1906,3352,119302,6712555168950536965,6712555168950536965,72,6712555168950536965,Treasure,whaddup,6.703967216704767e+18,whaddup,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1638808117600293.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/124d0ca89fa9da02cf4693e3fc7c0876.json,False,False,,,,,[],0,0,Canada,#fyp #girl #karen #relationshipgoals,0,0,0,0,1,0,0,0,0,0
6,CA,7101742978359692549,1653503390,I’m so relieved to have finally tackled this insecurity that has followed me my entire life ❤️ it may be small but it’s made a big impact on me ✨  #bodypositivity #itgoesonandonandon #moleremoval #dermatology,6518061507622736896,Annie Miao,"baby tattooist
vegan 🌱
🇨🇦
🔗 on IG",0,False,https://www.tiktok.com/@annie.miao/video/7101742978359692549?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101742978359692549&source=h5_m,1498811,734,116,181,232607,6762092669565963014,6762092669565963014,72,6762092669565963014,Celebrate the Good Times,Mason,6.618548489873228e+18,Mason,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1650920311654405.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c1b3bbd2a40bf63daa09efc2ee0e664e.json,False,False,,,,,[],0,0,Canada,#bodypositivity #itgoesonandonandon #moleremoval #dermatology,0,0,0,0,0,0,0,0,0,0
7,US,7094824898450787630,1651892648,#autism #autismawareness #nonverbal #autismacceptance #SearchForWonderMom #LaurelRoad4Nurses #tiktok #trending #fyp #foryou,6982775153910612998,SquidsWonderfulWorld,Raising awareness and acceptance for the entire autism community is our goal! 😎,0,False,https://www.tiktok.com/@squidswonderfulworld/video/7094824898450787630?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094824898450787630&source=h5_m,1820539,403,391,280,142524,6696413073915250689,6696413073915250689,10033,6696413073915250689,Wheel in the Sky,Journey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/57d5875e303a4687bb74f229b547c00a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/243149663075473da776c3191f9269fd,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '160024121', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#autism #autismawareness #nonverbal #autismacceptance #SearchForWonderMom #LaurelRoad4Nurses #tiktok #trending #fyp #foryou,1,0,0,0,1,0,0,0,0,0
0,US,7102878957455822122,1653767880,googoo gaga🥺🥺🥺🥺,6629380341143306246,anna,"hey lol

sc: shumate.anna",0,False,https://www.tiktok.com/@annabananaxdddd/video/7102878957455822122?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102878957455822122&source=h5_m,3464341,1409,1697,2500,716691,7092984503995550510,7092984503995550510,72,7092984503995550510,"use this sound if u like men (Contains music from: Quandale dingle ""The Race"" Freestyle cover - RKsmelly)","Contains music from: ""Quandale dingle ""The Race"" Freestyle cover""",6.925938645232977e+18,Deflixs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092984535792487214.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/dddf73c8bbd83d8ebb9759e5df1aaccf.json,False,False,RKsmelly,"Quandale dingle ""The Race"" Freestyle cover","use this sound if u like men (Contains music from: Quandale dingle ""The Race"" Freestyle cover - RKsmelly)","Contains music from: ""Quandale dingle ""The Race"" Freestyle cover""",[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
1,CA,7102501008756002054,1653679883,Which out of the three do you choose? 🤔 #egirl #GamerGirl #transition,124868834544521216,Dessyyc,"Check my Insta 📸💙🔥🔓
⬇️MY OTHER SOCIALS💕⬇️",0,False,https://www.tiktok.com/@dessyyc/video/7102501008756002054?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102501008756002054&source=h5_m,804497,940,507,1150,87783,7095881487107377925,7095881487107377925,72,7095881487107377925,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",6.751045764854072e+18,daizy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095881481117092614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/76125d3c01abcea4ff10f5353cee6278.json,False,False,Superfruit,GUY.exe,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",[],0,0,Canada,#egirl #GamerGirl #transition,0,0,0,0,0,0,0,0,0,0
2,US,7096985920372477226,1652395800,#stitch with @midgettman I had to😂 #doording #exotic #alfaromeo #toy #carsoftiktok #bagged #alfa #savagegarage,6730004520884028422,N.ck,"Instagram:   N.ck
🍀
American that drives Italian cars.",0,False,https://www.tiktok.com/@in.ck/video/7096985920372477226?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096985920372477226&source=h5_m,7210586,2433,6962,8141,598809,7096985879914367786,7096985879914367786,72,7096985879914367786,original sound - in.ck,N.ck,6.730004520884028e+18,N.ck,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096985918283746091.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4f3991ce7517842b13e56e482124637f.json,False,False,,,,,[],0,0,Canada,#stitch #doording #exotic #alfaromeo #toy #carsoftiktok #bagged #alfa #savagegarage,0,0,0,0,0,0,0,0,1,0
