,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_ireland,hash_irish,hash_johnnydepp,hash_stitch,hash_viral
5,GB,7101213931812687110,1653380215,#🤣🤣🤣🤣 #justforlaughs #fyp #fypシ #Happy Morning x,6942953481171518470,stephengavin85,"Fun,Jokes, Awareness, Just to make you smile best I can 😂🙏",0,False,https://www.tiktok.com/@stephengavin85/video/7101213931812687110?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101213931812687110&source=h5_m,800821,668,1145,1498,42334,7045844830395697925,7045844830395697925,72,7045844830395697925,original sound - mrsbrownsboysfans,Mrsbrownsboysfans,6.833653034749691e+18,Mrsbrownsboysfans,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7045844853439154950.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ad90b9337f103f18f895d84e4aa27e9a.json,False,False,,,,,[],0,0,Ireland,#🤣🤣🤣🤣 #justforlaughs #fyp #fypシ #Happy,0,0,0,1,1,0,0,0,0,0
6,GB,7103212327113100550,1653845499,bossman wasn’t too happy 😂 #foryou #trending #ryantaylor #security,6655966862697185285,Ryan Taylor,📍 Probably on your roof.,0,False,https://www.tiktok.com/@ryantaylorbmx/video/7103212327113100550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103212327113100550&source=h5_m,2104416,458,193,1027,211292,7103212336765176582,7103212336765176582,72,7103212336765176582,original sound - ryantaylorbmx,Ryan Taylor,6.655966862697185e+18,Ryan Taylor,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103212337468820229.mp3,,False,False,,,,,[],0,0,Ireland,#foryou #trending #ryantaylor #security,1,0,0,0,0,0,0,0,0,0
7,IE,7091671800668589317,1651158512,My SPC can be convenient at times🥰 #fowlerssyndrome #suprapubiccatheter #catheter #spc #urology #femaleurology #bladder #bladderproblems #stoma #mitrofanoff #fyp,6928784432942302213,Shannon Cullen,Join me on my journey while I spread awareness of female urology illness 🥰💗✨,0,False,https://www.tiktok.com/@shaz_cullen/video/7091671800668589317?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091671800668589317&source=h5_m,477668,300,382,312,26602,7091671778447100677,7091671778447100677,72,7091671778447100677,original sound - shaz_cullen,Shannon Cullen,6.928784432942302e+18,Shannon Cullen,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091671796881050373.mp3,,False,False,,,,,[],0,0,Ireland,#fowlerssyndrome #suprapubiccatheter #catheter #spc #urology #femaleurology #bladder #bladderproblems #stoma #mitrofanoff #fyp,0,0,0,1,0,0,0,0,0,0
0,IE,7072472807933742341,1646688397,Class Angel Street devil 😈🤣🇮🇪 #funny #kids #happy #smile #MomsofTikTok #school,6822382847107040261,Donna Jacobs Mammy ☘️,"🇮🇪☘️ My funny little old soul ☘️🇮🇪
Follow us on Instagram 📷 jacobs_mammy",0,False,https://www.tiktok.com/@keepupwithjacob/video/7072472807933742341?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072472807933742341&source=h5_m,17167405,21194,83525,32938,2618626,7072472812027595525,7072472812027595525,72,7072472812027595525,original sound - keepupwithjacob,Donna Jacobs Mammy ☘️,6.82238284710704e+18,Donna Jacobs Mammy ☘️,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072472808567425797.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f92022ee80ab9aef5d09809eddbc009d.json,False,False,,,,,[],0,0,Ireland,#funny #kids #happy #smile #MomsofTikTok #school,0,0,1,0,0,0,0,0,0,0
1,AU,7094491339236183298,1651814987,Drop the 🎤😅 #mymoneydontjigglejiggle,6638018418350112773,Lisa - Body Positivity,"You are perfect🤗
ibtc- ilysm
swinbankslisa@gmail.com
Support/See more ⬇️",0,False,https://www.tiktok.com/@lisa_banks_/video/7094491339236183298?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094491339236183298&source=h5_m,8165746,7947,14145,11152,675129,7094491333955504897,7094491333955504897,72,7094491333955504897,original sound - lisa_banks_,Lisa - Body Positivity,6.638018418350113e+18,Lisa - Body Positivity,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094491327370414850.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fc80da6bc79e017c70ae267c4d45c2d5.json,False,False,,,,,[],0,0,Ireland,#mymoneydontjigglejiggle,0,0,0,0,0,0,0,0,0,0
2,US,7103270002135960875,1653858929,Mama all day every day @jesssfamofficial #yearspregnant,6781167418204701702,Sunkissedmama,SUNKISSED MAMA on youtube✨,0,False,https://www.tiktok.com/@sunkissed.mama/video/7103270002135960875?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103270002135960875&source=h5_m,808735,215,28,35,49830,7095938597865671470,7095938597865671470,10036,7095938597865671470,We Not Humping - Remix,Monaleo & Flo Milli,,,False,False,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f8fbfbc9ca7a448e8ac0c5b7f398a66e,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2947d74154a34450b975e0eabaab6b35,True,True,,,,,[],0,0,Ireland,#yearspregnant,0,0,0,0,0,0,0,0,0,0
3,AE,7101701800943701254,1653493805,How many u get? #generalknowledge #quiz #trivia,6778793738603283461,Mahan Lankarani,"Quizzes | Brain Teasers | Riddles
⬇️ organize everything better ⬇️",0,False,https://www.tiktok.com/@mahanlankarani/video/7101701800943701254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101701800943701254&source=h5_m,875749,2321,333,308,93264,6777600386590050306,6777600386590050306,10036,6777600386590050306,Reflections on 52nd,Psyched on Sound,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/403ad980d4e3426fbf33aaeb38794d84,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1e790685d768431da9ee269e8957248f,False,True,,,,,[],0,0,Ireland,#generalknowledge #quiz #trivia,0,0,0,0,0,0,0,0,0,0
4,GE,7090912847454129409,1650981804,😕 #fypシ,6813786478025769989,Luka Abesadze,"Follow me on instagram ⬆️
📩: lukaabesadzee@gmail.com
From: Georgia 🇬🇪",0,False,https://www.tiktok.com/@luka.abesadze/video/7090912847454129409?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090912847454129409&source=h5_m,17959669,51674,63989,113390,3677061,6921447424091261701,6921447424091261701,72,6921447424091261701,original sound - theetavion (Contains music from: Happiest Year - Jaymes Young),"Contains music from: ""Happiest Year""",6.768235221864973e+18,Tavion,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6921447418097666822.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/294f144461a4ab04919ade7e2e130807.json,False,False,Jaymes Young,Happiest Year,original sound - theetavion (Contains music from: Happiest Year - Jaymes Young),"Contains music from: ""Happiest Year""",[],0,0,Ireland,#fypシ,0,0,0,0,1,0,0,0,0,0
5,IE,7103153249636732165,1653831745,My fav is green #tea #tealover,6800645851012236294,dierdrerae_,"⬇️🏋🏻‍♂️workout, meal, & stretching programs & binge recovery guide🥥⬇️",0,False,https://www.tiktok.com/@dierdrerae_/video/7103153249636732165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103153249636732165&source=h5_m,30007,18,14,28,1605,6930243269255285510,6930243269255285510,72,6930243269255285510,This family makes me want to murder people,Big bad vampire out here!,1.6674384217464013e+17,Big bad vampire out here!,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6930243276565908230.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4b2cedd7be8fb0b233493237a8b76f61.json,False,False,,,,,[],0,0,Ireland,#tea #tealover,0,0,0,0,0,0,0,0,0,0
6,GB,7092868874994978053,1651437227,The ending made me sick In my mouth #fyp #funny,6805521111364469765,Isaac,links below,0,False,https://www.tiktok.com/@italianbach/video/7092868874994978053?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092868874994978053&source=h5_m,4728532,7511,6560,6331,572060,7092868871966837510,7092868871966837510,72,7092868871966837510,original sound - italianbach,Isaac,6.80552111136447e+18,Isaac,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092868867487288070.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #funny,0,0,1,1,0,0,0,0,0,0
7,GB,7095727456157453574,1652102796,"Mum, Dad… what you doing? #funnyparents",6882273491492914182,Locksmith,1/4 of the uk music band RUDIMENTAL.,0,False,https://www.tiktok.com/@theycallmelocksmith/video/7095727456157453574?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095727456157453574&source=h5_m,13869662,16103,73275,14839,1383596,7095727424977062662,7095727424977062662,72,7095727424977062662,original sound - theycallmelocksmith (Contains music from: Better Off Alone - 1999 Original Hit Radio - Alice DJ),"Contains music from: ""Better Off Alone - 1999 Original Hit Radio""",6.882273491492914e+18,Locksmith,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095727450977536773.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/04527a0e567c45de4f22a7dac56ed69c.json,False,False,Alice DJ,Better Off Alone - 1999 Original Hit Radio,original sound - theycallmelocksmith (Contains music from: Better Off Alone - 1999 Original Hit Radio - Alice DJ),"Contains music from: ""Better Off Alone - 1999 Original Hit Radio""",[],0,0,Ireland,#funnyparents,0,0,0,0,0,0,0,0,0,0
0,US,7101111174825004330,1653356286, ,19959858,SAVANNAH KILPATRICK,cashapp: $savannahkilp,0,False,https://www.tiktok.com/@savannahkilp/video/7101111174825004330?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101111174825004330&source=h5_m,4261885,11102,8348,9631,676741,7088358055724714757,7088358055724714757,72,7088358055724714757,original sound - fknlettuce,rach,6.702493406490412e+18,rach,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088358065090628357.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ce452ca3a30108b9f36edf81182b6534.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
1,IE,7093602715762248966,1651608088,Les be honest we were scared 🥵,6744814759571702789,👽,"dropped at birth from space to earth
IG : @dylthegaylien
✨ SPLATZ ✨",0,False,https://www.tiktok.com/@dylthegaylien/video/7093602715762248966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093602715762248966&source=h5_m,510420,1100,1432,2093,78393,6997838557607888898,6997838557607888898,10036,6997838557607888898,Creepy and simple horror background music(1070744),howlingindicator,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/496c6344ff3248129c3a6f8a47d427aa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9c5fc0a7bb0748fca2f01c3c6b5019ce,False,True,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
2,IE,7079857714137926917,1648407829,#stitch with @delareilley,6663106231103160325,Ionut Tiganescu,"Conținut exclusiv pe pagina mea de Patreon ,clipuri cu stand up comedy lunar...",0,False,https://www.tiktok.com/@ionuttiganescu/video/7079857714137926917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079857714137926917&source=h5_m,978071,1625,4301,1905,108154,7079857719657646853,7079857719657646853,72,7079857719657646853,original sound - ionuttiganescu,Ionut Tiganescu,6.66310623110316e+18,Ionut Tiganescu,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079857717728316166.mp3,,False,False,,,,,[],0,0,Ireland,#stitch,0,0,0,0,0,0,0,0,1,0
3,IE,7102760147381914885,1653740219, ,6977843395789276166,LCWPriv🤍,Mostly dancing/sad tik toks/weird yokes/ thirst traps😸,0,False,https://www.tiktok.com/@lcwprivatexo/video/7102760147381914885?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102760147381914885&source=h5_m,62987,9,4,0,4283,6983295278703069958,6983295278703069958,72,6983295278703069958,original sound - joepereziii8,Joe Perez III,6.768641885630449e+18,Joe Perez III,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6983295424064998149.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4b601de6047d2b78e1f8cdf943870bab.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
4,AU,7103497891792178433,1653911988,come say hi ig: keenanchapmann ❤️‍🔥 #fyp,16707909,Keenan,"18 
australia 
Snap - keenanchapmann",0,False,https://www.tiktok.com/@keenanchapmann/video/7103497891792178433?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103497891792178433&source=h5_m,1680308,5895,5539,3797,432084,7100139763801262853,7100139763801262853,72,7100139763801262853,everybody wants to rule the world.,🎧,7.064695653750343e+18,🎧,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100139785200618246.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/95fde2e73e435f6cc25a7bef70269edb.json,False,False,,,,,[],0,0,Ireland,#fyp,0,0,0,1,0,0,0,0,0,0
5,US,7102062754659437866,1653577844,I tried…. 😂😂😂,114241701199642624,Toby Smiles,"👑💚The Starbucks King💚👑
👗👛Loves fashion 👛👗
🌈👨‍🦼Advocate for CP👨‍🦼🌈",0,False,https://www.tiktok.com/@tobysmilesofficial/video/7102062754659437866?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102062754659437866&source=h5_m,1466077,4739,486,719,150516,7038982678271544069,7038982678271544069,10036,7038982678271544069,Sway (Sped Up Version),Michael Bublé,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8d38123e3caf473081c33fe9eb11d06b,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f97f2b3227bb4a0eb8dd03c8e1e5c693,False,True,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
6,GB,7100992649691221254,1653328691,#public #johnnydepp #london #comedy #interview,6857452694128051205,SosaLDN,"WE OUTSIDE 🎤
NEW VIDEOS EVERYDAY 📹
Subscribe To My YouTube 👇🏾👇🏾",0,False,https://www.tiktok.com/@sosaldn/video/7100992649691221254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100992649691221254&source=h5_m,4926078,534,253,1048,203849,7100992637088254726,7100992637088254726,72,7100992637088254726,original sound - sosaldn,SosaLDN,6.857452694128051e+18,SosaLDN,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100992637372484357.mp3,,False,False,,,,,[],0,0,Ireland,#public #johnnydepp #london #comedy #interview,0,0,0,0,0,0,0,1,0,0
7,US,7098774710212709678,1652812286,Have to eduacte! 😂 📸 @nycomedyclub  #ireland #irishcomedy #irishhumour #crowdwork #americans #americanaudience #hosting,6762168177376986118,Katie Boyle,Comedian🇮🇪 NYC ♥️ Podcast The Shift! Email on www.katieboylecomic.com ♥️,0,False,https://www.tiktok.com/@katieboylecomic/video/7098774710212709678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098774710212709678&source=h5_m,871800,1571,251,228,64680,7098774658677246763,7098774658677246763,72,7098774658677246763,original sound - katieboylecomic,Katie Boyle,6.762168177376986e+18,Katie Boyle,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098774691971599150.mp3,,False,False,,,,,[],0,0,Ireland,#ireland #irishcomedy #irishhumour #crowdwork #americans #americanaudience #hosting,0,0,0,0,0,1,0,0,0,0
0,GB,7079893181772434693,1648416087,#stitch with @ssselboy123,6810835258544620549,rmaxiniuc,🧍,0,False,https://www.tiktok.com/@rmuum/video/7079893181772434693?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079893181772434693&source=h5_m,26642980,65708,114620,79366,6589244,7079893149602335493,7079893149602335493,72,7079893149602335493,original sound - rmuum,rmaxiniuc,6.810835258544621e+18,rmaxiniuc,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079893171740297989.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7ce8b1403e345a2faaf097aec0e2fcfe.json,False,False,,,,,[],0,0,Ireland,#stitch,0,0,0,0,0,0,0,0,1,0
1,IE,7092796744249101573,1651420433, ,6735794816946914310,Amelia Francis,,0,False,https://www.tiktok.com/@ameliafrancis99/video/7092796744249101573?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092796744249101573&source=h5_m,269555,232,878,434,28136,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
2,GB,7096087698426825990,1652186669,#fyp #meme #viral #iconic #funny #trending #lol #foryoupage #reaction,6989694713171461126,Tik Toker,"Providing the best most iconic throwback clips 
Tik tok shop below 🛍",0,False,https://www.tiktok.com/@thebestclipsxo/video/7096087698426825990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096087698426825990&source=h5_m,1400388,3682,4253,5410,156644,7096087647025761030,7096087647025761030,72,7096087647025761030,DESCUSTANG,Tik Toker,6.989694713171461e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096087678910794502.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #meme #viral #iconic #funny #trending #lol #foryoupage #reaction,0,1,1,1,0,0,0,0,0,1
3,CA,7101342578884234501,1653410165,#alc #alcoholfree #sober #bpd,6932135924114670597,user9212807347107,"she / they 
bi 
sa survivor 
sober journey💗",0,False,https://www.tiktok.com/@mel.maloney/video/7101342578884234501?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101342578884234501&source=h5_m,4372417,6324,1436,1731,871963,7083962241670089477,7083962241670089477,72,7083962241670089477,original sound - user318401271 (Contains music from: Brokendate - Com Truise),"Contains music from: ""Brokendate""",6.999001641212003e+18,oh,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083962250163211014.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f2aa7ed25902ccdc4ca338e37b9b8eb.json,False,False,Com Truise,Brokendate,original sound - user318401271 (Contains music from: Brokendate - Com Truise),"Contains music from: ""Brokendate""",[],0,0,Ireland,#alc #alcoholfree #sober #bpd,0,0,0,0,0,0,0,0,0,0
4,GB,7103179909014605062,1653837952,This is what goes down outside Binley Mega Chippy #binleymegachippy #binleymega #comedysketch #skit #viralvideos #trending #chippy,6895524709401904130,Jason Davenport,"3M PENDING… 👀
Business Enquiries: Josh@connectmgt.com",0,False,https://www.tiktok.com/@itsjasondavenport/video/7103179909014605062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103179909014605062&source=h5_m,856915,1566,736,1859,128484,7103179918111935238,7103179918111935238,72,7103179918111935238,original sound - itsjasondavenport,Jason Davenport,6.895524709401904e+18,Jason Davenport,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103179914509142789.mp3,,False,False,,,,,[],0,0,Ireland,#binleymegachippy #binleymega #comedysketch #skit #viralvideos #trending #chippy,0,0,0,0,0,0,0,0,0,0
5,IE,7089833878881406213,1650730587,True story 😂😂,6811936289219806213,Simon Zebo,Z,0,False,https://www.tiktok.com/@simonzebo/video/7089833878881406213?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089833878881406213&source=h5_m,593929,201,1236,570,31464,6946067149249186565,6946067149249186565,72,6946067149249186565,original sound - haileyoutside (Contains music from: Send Me On My Way - Rusted Root),"Contains music from: ""Send Me On My Way""",6.806771119544059e+18,Hailey Terry,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6946067391793220357.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4190e1be2a19f13482bdd1c27e51f605.json,False,False,Rusted Root,Send Me On My Way,original sound - haileyoutside (Contains music from: Send Me On My Way - Rusted Root),"Contains music from: ""Send Me On My Way""",[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
6,AU,7097858435231927554,1652598950,*WAIT FOR IT 😉 #plottwist #throwback #aussiethings #whatyourshoessayaboutyou #eshay #shoereview #sneakerheads #adelaide #southaustralia #perth #syd #melbs #victoria #southaussie #brissy #bne #austok #eshays,6624646554530168838,PARSL3Y,"JOIN THE LIVE! 🎉 
& follow @PARSL3Y on insta for a kiss 😘",0,False,https://www.tiktok.com/@parsl3y/video/7097858435231927554?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097858435231927554&source=h5_m,910873,730,1125,958,51751,7097858428109966081,7097858428109966081,72,7097858428109966081,original sound - parsl3y,PARSL3Y,6.624646554530169e+18,PARSL3Y,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097858386531781378.mp3,,False,False,,,,,[],0,0,Ireland,#plottwist #throwback #aussiethings #whatyourshoessayaboutyou #eshay #shoereview #sneakerheads #adelaide #southaustralia #perth #syd #melbs #victoria #southaussie #brissy #bne #austok #eshays,0,0,0,0,0,0,0,0,0,0
7,GB,7097971579136593158,1652625294,Psycho bitch but cute,6763603013024121861,Annalivia Hynds,"24, Irish",0,False,https://www.tiktok.com/@annaliviahynds23/video/7097971579136593158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097971579136593158&source=h5_m,2146470,731,1407,712,198153,7097971577525897989,7097971577525897989,72,7097971577525897989,original sound - annaliviahynds23,Annalivia Hynds,6.763603013024122e+18,Annalivia Hynds,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097971570299177733.mp3,,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
0,IE,7092445861635968261,1651338737,Dave = biggest gaa head dad 🤣,6532043276273336322,ring,Sc: abigailring 💍,0,False,https://m.tiktok.com/v/7092445861635968261.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092445861635968261&source=h5_m,534714,333,196,0,40586,7085047081018182443,7085047081018182443,72,7085047081018182443,GO HOME I DONT WANNA TALK LEAVE (Contains music from: As It Was - Harry Styles),"Contains music from: ""As It Was""",6.790172865800357e+18,Rain the certified swiftie,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085047105814825771.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e453deb11fe24bbfdf9453e54b023884.json,False,False,Harry Styles,As It Was,GO HOME I DONT WANNA TALK LEAVE (Contains music from: As It Was - Harry Styles),"Contains music from: ""As It Was""",[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
1,GB,7096154414389415173,1652202201,I found a new to me pizza chain in Ireland. Apache pizza. It was everywhere so I had to try it! #apachepizza #ireland #blacktik #familytravel #blacktiktokcommunity #blacktravel #blackfamilytravel #travelabroad #9b4mthefamily #pizza,7014668734283777030,Mac - 9B4MTheFamily,"International Family 🇺🇲 in 🇬🇧
YT: 9B4M The Family
mac@9b4mthefamily.com",0,False,https://m.tiktok.com/v/7096154414389415173.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096154414389415173&source=h5_m,446049,1143,665,663,51053,7096154423621110533,7096154423621110533,72,7096154423621110533,original sound - mac9b4mthefamily,Mac - 9B4MTheFamily,7.014668734283777e+18,Mac - 9B4MTheFamily,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096154427500923653.mp3,,False,False,,,,,[],0,0,Ireland,#apachepizza #ireland #blacktik #familytravel #blacktiktokcommunity #blacktravel #blackfamilytravel #travelabroad #9b4mthefamily #pizza,0,0,0,0,0,1,0,0,0,0
2,IE,7103161578983279878,1653833684,😂 #fyp #xybca #fyppppppppppppppppppppppp #xybcafyp #viral #viralvideo #viralvid,7008937573055235077,Kieran o rahilly,wassup,0,False,https://m.tiktok.com/v/7103161578983279878.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103161578983279878&source=h5_m,210998,488,89,0,28515,7100841863078333230,7100841863078333230,72,7100841863078333230,original sound - schanelle09 (Contains music from: Change Ya Life - Haiti Babii),"Contains music from: ""Change Ya Life""",7.057206276069033e+18,schanelle,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100841965989841710.mp3,,False,False,Haiti Babii,Change Ya Life,original sound - schanelle09 (Contains music from: Change Ya Life - Haiti Babii),"Contains music from: ""Change Ya Life""",[],0,0,Ireland,#fyp #xybca #fyppppppppppppppppppppppp #xybcafyp #viral #viralvideo #viralvid,0,0,0,1,0,0,0,0,0,1
3,IE,7103524129827048709,1653918098,Not about that life,7006039043410871302,Hi,Yes it is really me this is my spam x don’t engage if ur soft ❤️ 🔗,0,False,https://m.tiktok.com/v/7103524129827048709.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103524129827048709&source=h5_m,103384,22,3,0,7079,7095938597865671470,7095938597865671470,10036,7095938597865671470,We Not Humping - Remix,Monaleo & Flo Milli,,,False,False,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f8fbfbc9ca7a448e8ac0c5b7f398a66e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2947d74154a34450b975e0eabaab6b35,True,True,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
